name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
Chris Mierzwiak,5,3,0,185.42,83.91,182.88,Unknown,1900-01-01,1.6,61.0,1.73,48.0,2.0,28.0,0.0,1.0
Sergei Kharitonov,26,6,0,182.88,111.13,182.88,Orthodox,1980-08-18,3.9,44.0,3.03,54.0,1.16,53.0,70.0,1.0
Emil Meek,9,5,1,180.34,77.11,187.96,Switch,1988-08-20,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0
Yoshihiro Akiyama,14,6,0,177.8,77.11,190.5,Orthodox,1975-07-29,3.1,41.0,3.62,57.0,2.29,67.0,92.0,1.0
Saul Elizondo,6,8,0,170.18,61.23,182.88,Unknown,1900-01-01,2.07,30.0,4.93,48.0,2.0,100.0,66.0,1.0
Islam Makhachev,25,1,0,177.8,70.31,177.8,Southpaw,1991-10-27,2.46,60.0,1.27,61.0,3.17,60.0,90.0,1.0
Luis Henrique,10,5,0,187.96,110.22,187.96,Orthodox,1993-08-21,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0
Ben Nguyen,16,8,0,165.1,56.7,165.1,Switch,1988-08-03,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0
Marilia Santos,10,3,0,162.56,56.7,182.88,Orthodox,1992-12-12,4.4,54.0,4.07,53.0,1.0,100.0,66.0,1.0
James Hammortree,6,3,0,190.5,83.91,182.88,Orthodox,1983-11-29,1.93,30.0,4.13,44.0,2.0,50.0,100.0,1.0
Michael Chiesa,18,7,0,185.42,77.11,190.5,Southpaw,1987-12-07,1.87,40.0,1.7,54.0,3.33,50.0,60.0,1.0
Cole Province,6,2,0,175.26,65.77,172.72,Orthodox,1981-01-17,1.47,44.0,2.72,43.0,2.4,50.0,83.0,1.0
Ivan Menjivar,25,12,0,167.64,65.77,162.56,Orthodox,1982-05-30,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0
Chris de la Rocha,5,3,0,190.5,113.4,203.2,Orthodox,1979-05-15,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0
Justin Edwards,9,5,0,177.8,70.31,177.8,Orthodox,1983-01-26,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0
DeAnna Bennett,8,3,1,162.56,56.7,172.72,Orthodox,1984-11-18,3.13,58.0,3.27,58.0,0.0,0.0,0.0,1.0
Mu Bae Choi,12,6,0,187.96,104.33,182.88,Orthodox,1970-06-27,1.55,49.0,3.65,44.0,3.12,75.0,60.0,1.0
Connor Matthews,7,1,0,172.72,65.77,180.34,Switch,1992-05-31,5.13,44.0,5.57,55.0,3.5,58.0,50.0,1.0
Chalid Arrab,7,3,0,180.34,92.99,182.88,Orthodox,1975-05-28,1.56,34.0,1.63,56.0,3.05,75.0,37.0,1.0
Lemont Davis,2,6,0,172.72,77.11,182.88,Orthodox,1900-01-01,0.87,54.0,1.27,55.0,1.0,50.0,0.0,1.0
Gilbert Yvel,39,16,1,187.96,102.06,195.58,Orthodox,1976-06-30,1.05,47.0,1.78,50.0,0.0,0.0,25.0,1.0
Vitor Petrino,10,0,0,187.96,92.99,195.58,Orthodox,1997-08-28,3.07,48.0,2.65,43.0,4.15,70.0,68.0,1.0
Richie Vaculik,10,4,0,167.64,56.7,175.26,Orthodox,1983-06-19,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0
Demian Maia,28,11,0,185.42,77.11,182.88,Southpaw,1977-11-06,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0
Phil Caracappa,6,1,0,172.72,61.23,177.8,Orthodox,1992-06-05,2.93,50.0,4.07,29.0,1.0,8.0,100.0,1.0
Denis Stojnic,13,3,0,182.88,111.13,182.88,Orthodox,1980-02-02,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0
Mike Rio,10,5,0,177.8,70.31,177.8,Orthodox,1981-07-06,1.68,39.0,2.99,53.0,2.58,27.0,0.0,1.0
Cameron Olson,7,3,0,185.42,92.99,190.5,Orthodox,1989-11-22,3.13,47.0,2.2,57.0,3.0,42.0,100.0,1.0
Dwight Joseph,5,0,0,167.64,61.23,182.88,Switch,1989-08-16,2.6,52.0,2.87,55.0,1.0,20.0,20.0,1.0
Alex Chambers,5,5,0,160.02,52.16,160.02,Southpaw,1978-10-25,2.97,54.0,5.1,50.0,2.31,41.0,53.0,1.0
Magnus Cedenblad,14,5,0,195.58,83.91,200.66,Orthodox,1982-04-10,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0
Danny Sabatello,9,1,0,177.8,61.23,180.34,Orthodox,1993-03-31,2.07,57.0,0.2,25.0,3.0,75.0,100.0,1.0
Jon Tuck,10,5,0,180.34,70.31,185.42,Orthodox,1984-08-28,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0
Stephan Bonnar,15,9,0,193.04,92.99,200.66,Orthodox,1977-04-04,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0
Ilima Macfarlane,6,0,0,162.56,56.7,182.88,Unknown,1900-01-01,4.13,43.0,2.93,65.0,0.0,0.0,50.0,1.0
Eric Spicely,12,6,0,185.42,83.91,185.42,Orthodox,1986-09-29,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0
Chase Gormley,14,6,0,190.5,120.2,182.88,Orthodox,1900-01-01,3.6,42.0,6.03,44.0,3.12,42.0,0.0,1.0
Paige VanZant,8,5,0,162.56,52.16,165.1,Orthodox,1994-03-26,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0
Bruno Assis,8,4,0,187.96,83.91,182.88,Orthodox,1992-05-23,1.27,43.0,3.2,36.0,2.0,50.0,66.0,1.0
Alexandre Pantoja,26,5,0,165.1,56.7,170.18,Orthodox,1990-04-16,4.41,48.0,3.81,51.0,1.75,44.0,66.0,1.0
Krzysztof Soszynski,26,12,1,185.42,92.99,195.58,Open Stance,1977-08-02,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0
Leonardo Guimaraes,11,5,0,182.88,83.91,182.88,Orthodox,1982-04-15,2.35,56.0,2.99,44.0,0.0,0.0,52.0,1.0
Terrance McKinney,15,6,0,177.8,70.31,185.42,Switch,1994-09-15,4.46,52.0,2.51,44.0,3.52,36.0,85.0,1.0
Jordan Parsons,11,2,0,175.26,65.77,182.88,Unknown,1900-01-01,3.29,40.0,2.37,60.0,1.54,21.0,50.0,1.0
Rodney Wallace,26,15,1,175.26,92.99,182.88,Switch,1981-11-21,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0
Brad Imes,13,7,0,200.66,120.2,182.88,Orthodox,1977-03-13,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0
David Heath,18,7,0,180.34,92.99,182.88,Orthodox,1976-02-10,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0
Alexandr Romanov,17,2,0,187.96,118.84,190.5,Southpaw,1990-12-11,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9
Allan Nascimento,20,6,0,172.72,56.7,175.26,Orthodox,1991-09-11,3.21,61.0,2.28,50.0,1.55,26.0,16.0,0.9
Eliot Marshall,10,4,0,187.96,92.99,195.58,Orthodox,1980-07-07,1.93,27.0,2.39,67.0,0.47,33.0,79.0,0.9
Warlley Alves,15,7,0,180.34,83.91,182.88,Orthodox,1991-01-04,3.25,48.0,4.21,50.0,1.35,50.0,80.0,0.9
Chris Horodecki,21,7,1,175.26,70.31,175.26,Orthodox,1987-09-24,4.59,41.0,3.16,65.0,1.52,55.0,37.0,0.9
AJ Fletcher,10,3,0,177.8,77.11,170.18,Switch,1997-02-18,3.36,49.0,4.61,46.0,1.54,35.0,33.0,0.9
Tyson Pedro,10,4,0,190.5,92.99,200.66,Orthodox,1991-09-17,3.11,61.0,2.53,54.0,0.94,36.0,52.0,0.9
Lerone Murphy,13,0,1,175.26,65.77,185.42,Orthodox,1991-07-22,3.65,50.0,2.4,56.0,1.29,46.0,46.0,0.9
Tagir Ulanbekov,14,2,0,170.18,56.7,177.8,Southpaw,1991-08-07,3.35,44.0,3.29,54.0,3.81,42.0,61.0,0.9
Aisling Daly,16,6,0,157.48,52.16,162.56,Orthodox,1987-12-24,2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9
JeongYeong Lee,10,1,0,177.8,65.77,185.42,Orthodox,1995-11-13,2.39,47.0,1.84,55.0,0.0,0.0,73.0,0.9
Seth Dikun,9,8,0,177.8,61.23,175.26,Orthodox,1980-08-05,1.45,26.0,2.18,55.0,0.0,0.0,45.0,0.9
Ben Askren,19,2,0,180.34,77.11,185.42,Orthodox,1984-07-18,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9
Beneil Dariush,22,6,1,177.8,70.31,182.88,Southpaw,1989-05-06,3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9
Luiz Firmino,19,8,0,167.64,69.85,182.88,Orthodox,1982-03-18,1.23,50.0,1.22,51.0,3.86,45.0,20.0,0.9
Gillian Robertson,12,8,0,165.1,52.16,160.02,Orthodox,1995-05-17,2.6,45.0,3.21,55.0,2.46,41.0,43.0,0.9
Pete Williams,12,6,0,190.5,106.59,182.88,Orthodox,1975-07-10,0.61,62.0,2.77,40.0,1.84,40.0,16.0,0.9
Rameau Thierry Sokoudjou,18,18,0,177.8,92.99,198.12,Orthodox,1984-04-18,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9
John Hathaway,17,2,0,185.42,77.11,190.5,Orthodox,1987-07-23,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9
Cristiano Marcello,13,6,0,175.26,70.31,182.88,Orthodox,1977-12-03,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9
Antoni Hardonk,8,6,0,193.04,111.13,198.12,Orthodox,1976-02-05,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9
Matt Serra,11,7,0,167.64,77.11,172.72,Orthodox,1974-06-02,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9
Michael Chandler,23,8,0,172.72,70.31,180.34,Orthodox,1986-04-24,4.89,46.0,4.58,46.0,2.17,38.0,71.0,0.9
Eric Wisely,26,9,1,172.72,65.77,182.88,Southpaw,1984-07-25,1.42,47.0,2.08,56.0,0.0,0.0,27.0,0.9
Pascal Krauss,11,2,0,185.42,77.11,182.88,Orthodox,1987-04-19,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9
Alan Belcher,18,8,0,187.96,83.91,190.5,Orthodox,1984-04-24,2.7,41.0,3.1,59.0,0.44,26.0,55.0,0.9
Tyson Griffin,16,8,0,167.64,65.77,172.72,Orthodox,1984-04-20,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9
Sam Sicilia,15,8,0,172.72,65.77,170.18,Orthodox,1986-02-01,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9
Ryan Gracie,5,2,0,175.26,90.72,182.88,Orthodox,1974-08-14,0.82,61.0,0.5,40.0,2.83,75.0,25.0,0.9
Damacio Page,19,10,0,167.64,61.23,167.64,Orthodox,1982-09-30,2.05,38.0,2.47,51.0,2.63,64.0,23.0,0.9
Aleksander Emelianenko,23,7,0,198.12,115.67,182.88,Orthodox,1981-08-02,2.75,41.0,1.7,65.0,2.32,72.0,66.0,0.9
Samy Schiavo,10,6,0,172.72,70.31,182.88,Orthodox,1975-12-24,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9
Brodie Farber,16,7,0,185.42,77.11,182.88,Orthodox,1980-07-05,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9
Pete Sell,10,7,0,180.34,77.11,190.5,Orthodox,1982-08-05,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9
Jason Witt,19,9,0,177.8,77.11,177.8,Orthodox,1986-11-07,2.15,44.0,2.54,52.0,6.9,48.0,100.0,0.9
Garett Whiteley,7,3,0,182.88,70.31,182.88,Orthodox,1980-12-13,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9
Maciej Jewtuszko,12,3,0,182.88,70.31,182.88,Southpaw,1981-01-31,2.29,45.0,1.39,66.0,0.0,0.0,42.0,0.9
Cyril Asker,9,4,0,182.88,112.04,187.96,Orthodox,1985-12-24,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9
Jumabieke Tuerxun,19,4,1,170.18,61.23,182.88,Orthodox,1986-04-17,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9
Roosevelt Roberts,12,5,0,187.96,70.31,185.42,Orthodox,1994-02-11,3.05,44.0,3.12,52.0,1.39,29.0,52.0,0.9
Maurice Smith,12,14,0,187.96,100.24,182.88,Orthodox,1961-12-13,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9
Bryan Baker,18,5,0,190.5,83.91,182.88,Orthodox,1985-10-13,1.78,52.0,2.83,45.0,0.44,50.0,37.0,0.9
Glover Teixeira,33,9,0,187.96,92.99,193.04,Orthodox,1979-10-28,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9
Matheus Nicolau,19,4,1,167.64,56.7,167.64,Orthodox,1993-01-06,3.66,53.0,3.14,66.0,1.48,45.0,93.0,0.9
James Krause,28,9,0,187.96,77.11,185.42,Orthodox,1986-06-04,4.79,49.0,4.11,61.0,0.96,18.0,59.0,0.9
Roger Narvaez,8,3,0,190.5,83.91,182.88,Southpaw,1983-09-09,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9
Umar Nurmagomedov,16,0,0,172.72,61.23,175.26,Orthodox,1996-01-03,4.85,70.0,0.73,75.0,4.28,45.0,100.0,0.9
Irina Alekseeva,5,2,0,172.72,61.23,170.18,Orthodox,1990-06-27,3.84,43.0,3.55,48.0,0.87,20.0,100.0,0.9
Chris Spang,6,3,0,187.96,77.11,182.88,Orthodox,1987-11-26,1.83,36.0,1.95,60.0,0.0,0.0,50.0,0.9
Tony Ferguson,26,9,0,180.34,70.31,193.04,Orthodox,1984-02-12,4.98,45.0,4.26,56.0,0.42,35.0,66.0,0.9
Carmelo Marrero,16,6,0,182.88,92.99,185.42,Orthodox,1981-01-26,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9
Roger Bowling,12,6,0,175.26,70.31,172.72,Orthodox,1982-12-05,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9
Ildemar Alcantara,21,11,0,187.96,83.91,198.12,Orthodox,1982-11-18,1.93,38.0,2.63,50.0,2.0,68.0,81.0,0.9
Chase Beebe,24,13,1,170.18,61.23,170.18,Orthodox,1985-03-29,2.17,38.0,1.64,69.0,2.49,42.0,41.0,0.9
Ricardo Lamas,20,8,0,172.72,65.77,180.34,Orthodox,1982-05-21,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9
Marlon Vera,21,8,1,172.72,61.23,177.8,Switch,1992-12-02,4.37,50.0,5.16,51.0,0.58,39.0,70.0,0.9
Alex Karalexis,10,6,0,172.72,70.31,167.64,Orthodox,1977-09-20,2.57,42.0,2.39,54.0,2.7,45.0,86.0,0.9
Curt Warburton,13,6,0,182.88,70.31,185.42,Orthodox,1900-01-01,2.13,42.0,3.44,43.0,2.35,50.0,83.0,0.9
Matt Frevola,11,4,1,175.26,70.31,180.34,Orthodox,1990-06-11,3.71,42.0,3.57,59.0,2.59,40.0,42.0,0.9
Blake Bilder,8,1,1,172.72,65.77,172.72,Switch,1990-07-12,4.96,50.0,4.54,56.0,0.45,10.0,100.0,0.9
Tonya Evinger,19,8,0,170.18,61.23,177.8,Orthodox,1981-06-04,1.16,42.0,4.02,38.0,0.93,30.0,33.0,0.9
Mike Wilkinson,9,4,0,170.18,65.77,167.64,Orthodox,1987-09-15,2.35,38.0,3.7,35.0,0.92,14.0,55.0,0.9
Diego Rivas,10,2,0,172.72,65.77,175.26,Orthodox,1991-11-11,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9
Mark Hominick,20,12,0,172.72,65.77,172.72,Orthodox,1982-07-22,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9
Rick Story,19,9,0,175.26,77.11,180.34,Southpaw,1984-08-28,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9
Garreth McLellan,13,6,0,185.42,83.91,182.88,Southpaw,1982-09-01,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9
Dave Jansen,20,4,0,175.26,70.31,185.42,Orthodox,1979-08-21,2.94,33.0,3.67,58.0,2.79,28.0,38.0,0.9
Mariya Agapova,10,4,0,167.64,56.7,172.72,Southpaw,1997-04-07,4.67,55.0,3.82,52.0,0.59,66.0,47.0,0.9
Alex Huddleston,6,2,0,200.66,115.21,182.88,Unknown,1900-01-01,2.47,42.0,2.59,67.0,0.0,0.0,0.0,0.9
Tim Hague,21,13,0,193.04,117.93,193.04,Orthodox,1983-05-09,2.79,47.0,4.14,46.0,1.72,33.0,85.0,0.9
Masanori Kanehara,26,12,5,170.18,61.23,170.18,Orthodox,1982-11-19,1.88,49.0,1.63,62.0,1.44,50.0,63.0,0.9
Tatiana Suarez,11,0,0,165.1,52.16,167.64,Southpaw,1990-12-19,4.27,63.0,1.38,51.0,6.2,61.0,100.0,0.9
Luigi Fioravanti,26,15,0,172.72,77.11,177.8,Orthodox,1981-01-22,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9
Carlos Newton,16,14,0,175.26,77.11,182.88,Orthodox,1976-08-17,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
Danilo Marques,11,4,0,198.12,92.99,195.58,Orthodox,1985-12-26,1.44,79.0,2.52,52.0,3.93,28.0,0.0,0.8
Renzo Gracie,13,7,1,177.8,83.91,182.88,Orthodox,1967-03-11,1.71,41.0,1.67,55.0,1.13,20.0,40.0,0.8
Stephanie Egger,8,4,0,167.64,61.23,172.72,Orthodox,1988-08-12,1.93,53.0,2.08,53.0,3.04,40.0,50.0,0.8
Austin Springer,12,4,0,172.72,65.77,180.34,Orthodox,1987-05-12,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8
Iuri Alcantara,35,10,0,175.26,61.23,180.34,Southpaw,1980-08-04,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8
Da'Mon Blackshear,14,6,1,177.8,61.23,182.88,Switch,1994-08-12,4.28,47.0,4.09,48.0,2.34,37.0,66.0,0.8
Spencer Fisher,24,9,0,170.18,70.31,172.72,Southpaw,1976-05-09,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8
Kurt Pellegrino,16,7,0,172.72,70.31,177.8,Orthodox,1979-05-07,2.45,43.0,1.94,63.0,2.9,54.0,69.0,0.8
Trey Ogden,16,6,0,180.34,70.31,182.88,Orthodox,1989-11-14,3.64,47.0,4.02,58.0,1.29,16.0,100.0,0.8
Anderson Silva,34,11,0,187.96,83.91,195.58,Southpaw,1975-04-14,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8
Carlston Harris,19,5,0,182.88,77.11,193.04,Orthodox,1987-07-09,2.93,49.0,2.44,53.0,2.05,29.0,55.0,0.8
Jorge Santiago,25,12,0,185.42,77.11,190.5,Orthodox,1980-10-09,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8
Gleison Tibau,33,14,0,177.8,70.31,180.34,Southpaw,1983-10-07,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8
Josh Shockley,11,4,0,185.42,70.31,182.88,Orthodox,1989-11-15,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8
Mark Coleman,16,10,0,185.42,92.99,190.5,Orthodox,1964-12-20,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8
Sarah Moras,6,8,0,170.18,61.23,170.18,Orthodox,1988-04-30,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8
Jimmy Ambriz,17,21,1,187.96,142.88,182.88,Southpaw,1970-01-26,0.83,29.0,3.76,40.0,3.13,57.0,100.0,0.8
Chris Cariaso,17,8,0,160.02,56.7,162.56,Southpaw,1981-05-27,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8
Rogerio Nogueira,23,10,0,187.96,92.99,190.5,Southpaw,1976-06-02,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8
Russell Doane,15,8,0,170.18,61.23,177.8,Orthodox,1986-08-13,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8
Rony Jason,14,7,0,170.18,65.77,185.42,Orthodox,1984-03-21,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8
Maki Pitolo,13,9,0,177.8,83.91,190.5,Orthodox,1990-11-24,4.1,44.0,3.93,55.0,2.24,52.0,50.0,0.8
Joanderson Brito,16,3,1,172.72,65.77,182.88,Orthodox,1995-02-11,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8
Zhang Lipeng,23,9,1,180.34,70.31,180.34,Southpaw,1990-03-10,1.28,48.0,1.88,53.0,1.75,30.0,69.0,0.8
Francisco Prado,12,1,0,177.8,70.31,175.26,Orthodox,2002-06-16,3.46,50.0,3.83,46.0,0.0,0.0,25.0,0.8
Amanda Lemos,13,3,1,162.56,52.16,165.1,Southpaw,1987-05-22,3.54,55.0,4.66,42.0,0.82,55.0,55.0,0.8
Jamie Varner,21,11,1,172.72,70.31,180.34,Orthodox,1984-10-12,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8
Seth Baczynski,20,14,0,190.5,77.11,190.5,Orthodox,1981-10-26,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8
Jonathan Pearce,14,5,0,182.88,65.77,180.34,Switch,1992-05-01,5.6,56.0,3.35,55.0,5.29,53.0,56.0,0.8
Kenny Robertson,15,5,0,177.8,77.11,187.96,Orthodox,1984-02-14,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8
Montserrat Conejo Ruiz,10,4,0,152.4,52.16,154.94,Southpaw,1993-02-03,0.79,27.0,4.96,37.0,2.05,83.0,33.0,0.8
Khabib Nurmagomedov,29,0,0,177.8,70.31,177.8,Orthodox,1988-09-20,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8
Gary Goodridge,23,22,1,190.5,112.94,182.88,Orthodox,1966-01-17,1.84,56.0,2.14,48.0,0.4,100.0,53.0,0.8
Justin Buchholz,15,10,0,182.88,70.31,185.42,Orthodox,1983-08-22,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8
Malcolm Gordon,14,7,0,170.18,56.7,180.34,Switch,1990-05-19,1.93,42.0,2.26,42.0,1.61,30.0,9.0,0.8
Achmed Labasanov,7,4,0,190.5,97.52,182.88,Orthodox,1978-04-24,0.75,39.0,1.1,46.0,3.0,100.0,0.0,0.8
Joseph Gigliotti,7,2,0,180.34,83.91,182.88,Orthodox,1993-08-13,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8
Liang Na,19,7,0,165.1,56.7,170.18,Orthodox,1996-07-27,1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8
Mike Stumpf,11,4,0,177.8,77.11,182.88,Unknown,1900-01-01,3.34,43.0,8.85,47.0,1.59,25.0,33.0,0.8
Aljamain Sterling,23,4,0,170.18,61.23,180.34,Orthodox,1989-07-31,4.73,52.0,2.41,58.0,1.97,24.0,45.0,0.8
Kevin Randleman,17,16,0,177.8,92.99,182.88,Orthodox,1971-08-10,1.26,54.0,1.12,57.0,2.0,56.0,30.0,0.8
Rory Singer,11,9,0,187.96,83.91,195.58,Orthodox,1976-05-28,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8
Darrion Caldwell,10,1,0,177.8,61.23,182.88,Unknown,1900-01-01,0.85,34.0,0.57,60.0,3.41,66.0,100.0,0.8
Alex Andrade,10,5,0,180.34,90.72,182.88,Orthodox,1974-05-14,0.2,36.0,2.6,53.0,0.0,0.0,25.0,0.8
Antonio Silva,19,12,1,193.04,119.75,208.28,Orthodox,1979-09-14,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8
Nate Marquardt,35,19,2,182.88,83.91,187.96,Orthodox,1979-04-20,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8
Kevin Burns,12,7,0,177.8,77.11,187.96,Orthodox,1980-03-03,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8
Vinny Magalhaes,14,9,0,190.5,92.99,190.5,Orthodox,1984-07-02,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8
Frank Trigg,21,9,0,175.26,77.11,180.34,Southpaw,1972-05-07,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
Montana De La Rosa,12,9,1,170.18,56.7,172.72,Orthodox,1995-02-14,2.7,36.0,3.21,44.0,1.71,31.0,64.0,0.8
Cynthia Calvillo,9,6,1,162.56,52.16,162.56,Orthodox,1987-07-13,4.41,38.0,4.12,64.0,1.8,44.0,77.0,0.8
Brock Jardine,12,6,0,180.34,77.11,182.88,Orthodox,1985-07-10,1.06,30.0,3.34,56.0,0.0,0.0,14.0,0.8
Cameron Saaiman,9,1,0,172.72,61.23,170.18,Southpaw,2000-12-20,5.28,46.0,3.24,55.0,1.0,36.0,44.0,0.8
Cat Zingano,10,4,0,167.64,65.77,172.72,Southpaw,1982-07-01,2.57,61.0,1.63,47.0,2.77,65.0,42.0,0.8
Trey Waters,8,1,0,195.58,77.11,195.58,Orthodox,1995-02-21,6.45,45.0,3.95,61.0,0.78,50.0,77.0,0.8
Sangwook Kim,9,3,0,182.88,70.31,182.88,Orthodox,1993-10-17,5.57,51.0,7.94,48.0,1.65,18.0,66.0,0.8
Efrain Escudero,28,12,0,175.26,70.31,180.34,Orthodox,1986-01-15,2.92,44.0,2.3,63.0,1.31,40.0,66.0,0.8
John Allan,13,7,0,185.42,92.99,190.5,Orthodox,1993-02-22,3.56,42.0,5.74,52.0,1.4,71.0,50.0,0.8
Royce Gracie,15,2,3,185.42,79.38,182.88,Southpaw,1966-12-12,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8
James Head,9,4,0,185.42,77.11,185.42,Orthodox,1984-02-09,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8
Jessica Rakoczy,1,5,0,170.18,52.16,182.88,Orthodox,1977-04-14,2.5,44.0,3.55,64.0,0.75,20.0,0.0,0.8
Kevin Lee,18,8,0,175.26,77.11,195.58,Orthodox,1992-09-04,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8
Naoyuki Kotani,34,14,7,172.72,70.31,167.64,Southpaw,1981-12-08,1.02,31.0,2.89,50.0,0.83,16.0,46.0,0.8
Joseph Holmes,8,4,0,193.04,83.91,203.2,Orthodox,1995-07-04,2.88,53.0,3.08,54.0,1.49,40.0,50.0,0.8
Dashon Johnson,9,2,0,170.18,65.77,182.88,Orthodox,1988-01-25,1.01,69.0,3.83,35.0,0.85,33.0,63.0,0.8
Domingo Pilarte,8,3,0,182.88,61.23,185.42,Southpaw,1990-01-05,1.31,47.0,2.96,40.0,1.2,42.0,54.0,0.8
Takanori Gomi,35,14,0,170.18,70.31,177.8,Southpaw,1978-09-22,3.81,41.0,3.52,60.0,1.23,65.0,63.0,0.8
TJ Dillashaw,18,5,0,167.64,61.23,170.18,Orthodox,1986-02-07,5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8
Denise Gomes,8,3,0,157.48,52.16,160.02,Orthodox,1999-12-30,4.81,48.0,3.66,49.0,1.13,33.0,47.0,0.8
Derrick Krantz,22,12,0,177.8,77.11,182.88,Orthodox,1988-01-13,2.07,37.0,4.03,50.0,3.18,50.0,0.0,0.8
Mark Vorgeas,5,3,1,177.8,61.23,182.88,Unknown,1900-01-01,3.87,32.0,4.19,51.0,0.0,0.0,50.0,0.8
